"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL381755";"";"None";"487.60";"1";"5.48";"22b";"O=C(O)c1ccc(CCCN2C(=O)CCC2CCC(O)Cc2cccc(Oc3ccccc3)c2)cc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL204058";"";"None";"395.93";"0";"4.05";"13a";"O=C(O)CCCCCCN1C(=O)CCC1CCC(O)Cc1cccc(Cl)c1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL208080";"";"None";"413.49";"0";"3.83";"11b";"O=C(O)c1ccc(CCCN2C(=O)CCC2CCC(O)Cc2cccc(F)c2)cc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL208407";"";"None";"375.51";"0";"3.79";"3";"O=C(O)CCCCCCN1C(=O)CCC1CCC(O)CCc1ccccc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL550619";"";"None";"403.54";"0";"3.66";"6c";"CCCCc1ccc(CN(CCc2ccc(CC(=O)O)cc2)S(C)(=O)=O)cc1";"IC50";"'='";"833.0";"nM";"6.08";"";"";"UO_0000065";"15.07";"0.30";"2.42";"8.14";"0";"CHEMBL1026915";"Inhibition of rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1158403";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL3115074";"";"None";"432.95";"0";"3.50";"6";"C[C@H](NC(=O)[C@H]1CCCCN1CCOc1ccccc1)c1ccc(C(=O)O)cc1.Cl";"IC50";"'='";"1630.0";"nM";"5.79";"";"";"UO_0000065";"14.60";"0.27";"2.29";"7.34";"0";"CHEMBL3603414";"Displacement of [3H]-PGE2 from human EP2 receptor by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3600314";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3586334";"";"None";"380.88";"0";"4.81";"26";"COc1cc(-c2ccc(Cl)cc2)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586329";"";"None";"360.46";"0";"4.46";"21";"COc1cc(-c2ccccc2C)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586336";"";"None";"386.45";"0";"3.82";"28";"COc1cc(-n2cnc3ccccc32)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"13.44";"0.24";"1.37";"9.91";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586331";"";"None";"360.46";"0";"4.46";"23";"COc1cc(-c2ccc(C)cc2)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL203780";"";"None";"361.48";"0";"3.40";"2a";"O=C(O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)Cc1ccccc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL208411";"";"None";"471.60";"1";"5.36";"15b";"O=C(O)c1ccc(CCCN2C(=O)CCC2CCC(O)Cc2cccc(-c3ccccc3)c2)cc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL379785";"";"None";"477.63";"1";"5.42";"14c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CCC(O)Cc2ccccc2-c2ccccc2)s1";"IC50";"'='";"125.0";"nM";"6.90";"";"";"UO_0000065";"14.45";"0.28";"1.48";"8.87";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL378968";"";"None";"419.52";"0";"3.89";"11c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CCC(O)Cc2cccc(F)c2)s1";"IC50";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"14.76";"0.29";"2.30";"7.96";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL3586353";"";"None";"406.94";"1";"6.01";"45";"Clc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"17.44";"0.35";"1.09";"27.98";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586338";"";"None";"385.47";"0";"4.63";"30";"COc1cc(-c2c[nH]c3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"14.45";"0.26";"0.94";"11.05";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586318";"";"None";"415.56";"1";"6.28";"10";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1ccc(C)cc1)C2";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"10.88";"0.21";"-1.76";"20.84";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586312";"";"None";"403.51";"0";"4.76";"4";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cncnc1)C2";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"19.08";"0.36";"2.94";"16.22";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586310";"";"None";"402.52";"1";"5.37";"2";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1ccccn1)C2";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"15.29";"0.29";"0.78";"17.79";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL172250";"";"None";"478.57";"0";"4.72";"16b";"O=C(O)CCCCCC[C@@H]1[C@@H](CCC(O)CSc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL763183";"Affinity for Prostanoid EP2 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132967";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308072";"";""
"CHEMBL207237";"";"None";"419.52";"0";"3.89";"10c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CC[C@@H](O)Cc2ccc(F)cc2)s1";"IC50";"'='";"1205.0";"nM";"5.92";"";"";"UO_0000065";"14.11";"0.28";"2.03";"7.60";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL3586312";"";"None";"403.51";"0";"4.76";"4";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cncnc1)C2";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL206774";"";"None";"453.58";"1";"5.19";"22a";"O=C(O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)Cc1cccc(Oc2ccccc2)c1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL205819";"";"None";"405.54";"0";"3.54";"19a";"COCc1cccc(C[C@H](O)CC[C@H]2CCC(=O)N2CCCCCCC(=O)O)c1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL2113220";"";"None";"375.51";"0";"3.79";"4";"O=C(O)CCCCCCN1C(=O)CC[C@@H]1CC[C@@H](O)CCc1ccccc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL382029";"";"None";"401.53";"0";"3.75";"2c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CCC(O)Cc2ccccc2)s1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"15.34";"0.30";"2.41";"7.92";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL548";"DINOPROSTONE";"4.0";"352.47";"0";"3.25";"49, PGE2";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O";"IC50";"'='";"37.7";"nM";"7.42";"";"";"UO_0000065";"21.06";"0.41";"4.17";"7.83";"0";"CHEMBL1120701";"Binding affinity to EP2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155461";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL565799";"";"None";"573.50";"2";"7.18";"51";"Cc1cn(Cc2ccc3ccccc3c2)c2c(/C=C/C(=O)NS(=O)(=O)c3cc(Cl)c(Cl)s3)cc(F)cc12";"IC50";"'='";"32921.0";"nM";"4.48";"";"";"UO_0000065";"7.82";"0.17";"-2.70";"6.58";"0";"CHEMBL1045307";"Displacement of [3H]PGE2 from human EP2 receptor after 1 hr by liquid scintillation counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156787";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL440164";"";"None";"424.47";"0";"2.97";"4b";"CP(=O)(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2ccccc2)[C@H](O)C[C@@H]1O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL763184";"In vitro binding at EP2 human prostaglandin receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134785";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";""
"CHEMBL4074849";"";"None";"380.38";"0";"3.95";"4d";"Cc1ccc(C(=O)NCc2ccc(C(=O)O)cc2)c(Oc2ccc(F)cc2)n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3997116";"Antagonist activity at human EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL4102924";"";"None";"432.26";"0";"4.76";"16b";"C[C@H](NC(=O)c1cc(Cl)cnc1Oc1cncc(Cl)c1)c1ccc(C(=O)O)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3997116";"Antagonist activity at human EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL521609";"";"None";"518.54";"2";"5.92";"7b";"Cn1cc(/C=C/C(=O)NS(=O)(=O)c2ccc(F)c(F)c2)c2c(Oc3ccc4ccccc4c3)cccc21";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"9.46";"0.18";"-1.02";"6.33";"0";"CHEMBL960018";"Displacement of radioligand from EP2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL475349";"";"None";"555.36";"2";"6.21";"9b";"Cn1cc(/C=C/C(=O)NS(=O)(=O)c2cc(F)c(F)cc2F)c2c(Oc3ccc(Cl)cc3Cl)cccc21";"IC50";"'='";"9300.0";"nM";"5.03";"";"";"UO_0000065";"9.06";"0.19";"-1.18";"6.50";"0";"CHEMBL960018";"Displacement of radioligand from EP2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL379746";"";"None";"435.97";"0";"4.41";"13c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CC[C@@H](O)Cc2cccc(Cl)c2)s1";"IC50";"'='";"188.0";"nM";"6.73";"";"";"UO_0000065";"15.43";"0.32";"2.32";"8.64";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL208410";"";"None";"451.59";"0";"4.91";"9c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CCC(O)Cc2ccc3ccccc3c2)s1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL3586328";"";"None";"396.49";"1";"5.31";"20";"COc1cc(-c2cccc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586309";"";"None";"402.52";"1";"5.37";"1";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.39";"0.33";"1.63";"20.24";"0";"CHEMBL3588431";"Displacement of [3H]-PGE2 from mouse EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL2488";"Prostanoid EP2 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586347";"";"None";"421.93";"0";"4.83";"39";"COc1cc(N2CCc3cc(Cl)ccc32)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"17.83";"0.34";"2.69";"19.89";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586330";"";"None";"360.46";"0";"4.46";"22";"COc1cc(-c2cccc(C)c2)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"13.38";"0.24";"0.36";"13.95";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586319";"";"None";"431.56";"1";"5.98";"11";"COc1ccc(CN2CCOc3c(cc(-c4csc5ccccc45)cc3OC)C2)cc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"13.31";"0.25";"-0.24";"18.57";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
