mid,smiles,ref_smiles,IsValid,QED,SAs,GSK3,IsNovel,IsSuccess
791,Cc1cnc(NC2CCC(CC(=O)N3CCN(C)CC3)CC2)nc1-c1c[nH]c2ccccc12,0,True,0.62,2.61,0.36,True,False
792,Cc1ccccc1-c1c[nH]c2ncc(-c3ccc(N4CCC(N)C4)nc3)cc12,0,True,0.57,2.9,0.59,True,False
793,N#Cc1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,0,True,0.77,2.18,0.84,True,True
794,COc1ccc2[nH]c(C(N)=O)cc2c1Nc1cc(F)c(F)c(Cl)c1,0,True,0.62,2.58,0.1,True,False
795,CN1CCC(N(C)C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,0,True,0.7,2.9,0.71,True,True
796,C=CC(=O)N1CC2CC(n3nc(-c4ccc(OC)c(OC)c4)c4c(N)ncnc43)CC2C1,0,True,0.62,3.61,0.7,True,True
797,CCN1CCC(Nc2cc(-c3c[nH]c4ncccc34)cc(Cl)n2)CC1,0,True,0.69,2.56,0.9,True,True
798,NCCNc1nccc(C2=CC=CCC2)n1,0,True,0.8,2.82,0.42,True,False
799,CC1(C)Oc2c(F)cc(F)cc2-c2nc(Nc3ccc(C(=O)N4CCCC(O)C4)cc3)ncc21,0,True,0.6,3.3,0.56,True,False
800,Cc1ccnc(Nc2ccc3c(c2)OCCO3)n1,0,True,0.88,2.07,0.63,True,True
801,Cc1[nH]c2ccccc2c1-c1ccnc(Nc2ccc(OCC(=O)N(C)C)cc2)n1,0,True,0.51,2.32,0.7,True,False
802,O=C(Cc1ccc(-c2ccncc2)cc1)N1CCC(N2CCCCC2)CC1,0,True,0.83,2.07,0.4,True,False
803,NC1CCN(c2ccnc(Nc3cccc(F)c3)n2)C1,0,True,0.89,2.65,0.62,True,True
804,O=C(c1cc2c(-c3cccc(F)c3)cncc2s1)N1CCN(C(=O)CN2C(=O)CCC2=O)CC1,0,True,0.54,2.63,0.54,True,False
805,N#Cc1ccc(F)c(Nc2nccc(N3CCc4ccccc43)n2)c1,0,True,0.79,2.38,0.39,True,False
806,COc1cc(C=C2SC(=Nc3cccc(Cl)c3)NC2=O)cc(I)c1O,0,True,0.49,2.97,0.63,True,False
807,O=C1Nc2ccccc2C1=Cc1cnc[nH]1,0,True,0.71,2.49,0.79,True,True
808,CC(C)Cn1nc(-c2ccc(C(=O)O)cc2)c2c(N)ncnc21,0,True,0.77,2.29,0.62,True,True
809,c1cc2c(c(NC3CC3)c1)CCN1CCc3[nH]c4ccccc4c3C21,0,True,0.74,3.06,0.18,True,False
810,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3(O)CCCC3)s2)c1,0,True,0.59,2.86,0.54,False,False
811,COc1cccc(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c1,0,True,0.74,2.06,0.76,True,True
812,CCNc1nc(Nc2ccc(OC)c(O)c2)ncc1C(F)(F)F,0,True,0.78,2.35,0.7,True,True
813,CN1CC(n2cc(C(N)=O)c3cc(-c4cncnc4)ccc32)C1,0,True,0.8,2.6,0.37,True,False
814,O=C1Nc2ccccc2C1=Cc1ccc(OC(F)(F)F)cc1,0,True,0.85,2.1,0.55,False,True
815,COc1ccc(Nc2nccc(C(=O)Nc3ccc(C(C)C)cc3)n2)c(OC)c1,0,True,0.61,2.09,0.42,True,False
816,COc1cccc(-n2ncc3c(NN=Cc4ccc(F)cc4F)ncnc32)c1,0,True,0.42,2.45,0.81,True,False
817,Cc1nc2cc(-c3cnc(N)nc3Nc3ccc(N4CCCCC4)nc3)ccc2o1,0,True,0.52,2.6,0.35,True,False
818,CC(=O)N1CC2CC(Nc3nccc(-c4ccc(F)cc4)n3)CC2C1,0,True,0.93,3.16,0.6,True,True
819,CC(c1ccccc1)N(C)c1cc(-c2cn(C3CC(CO)C3)c3ncnc(N)c23)ccn1,0,True,0.48,3.29,0.56,True,False
820,COc1ccc(N=C2NC(=O)C(=Cc3ccc4ncccc4c3)S2)cc1,0,True,0.71,2.67,0.47,True,False
821,Cc1cc(-c2ccncc2)[nH]c1C=C1C(=O)Nc2ccccc21,0,True,0.71,2.51,0.6,True,True
822,c1nc(N2CCOCC2)c2cc(-c3c[nH]c4ncccc34)ccc2n1,0,True,0.61,2.4,0.73,True,True
823,C=Cc1cccc(Nc2nccc(Nc3ccccc3C#N)n2)c1,0,True,0.73,2.37,0.8,True,True
824,CC(O)C1CCN(c2ncnc3[nH]cc(-c4ccccc4)c23)CC1,0,True,0.78,2.92,0.79,True,True
825,CN1CCC(Oc2ccc(C=C3C(=O)Nc4ccc(F)cc43)cc2)CC1,0,True,0.85,2.32,0.53,True,True
826,CCc1cc(Nc2nccc(Nc3ccc(Cl)c(Cl)c3)n2)ccc1C,0,True,0.56,2.18,0.64,True,False
827,CC(C)(C)NCCN1CC=Cc2cnc(Nc3ccccc3)nc21,0,True,0.88,2.77,0.61,True,True
828,O=C1CCc2cnc(Nc3ccc(F)c(Cl)c3)nc2N1c1ccc2c(c1)CCNC2,0,True,0.66,2.73,0.54,True,True
829,CC1CCC(C)C(n2c(=O)ccc3cnc(Nc4ccc(N5CCOCC5)cc4)nc32)C1,0,True,0.66,3.51,0.61,True,True
830,Cc1ccc(NC(=O)c2c(C)csc2NC(=O)Cc2ccc(Cl)cc2)cc1,0,True,0.6,2.01,0.02,True,False
831,C=C(c1cccc(CN(C)C)c1)C1(n2cc(-c3ncnc4[nH]ccc34)cn2)CCN(C)CC1,0,True,0.49,3.23,0.57,True,False
832,COc1ccc(-c2cnc3n[nH]c(-c4cnn(C)c4)c3c2)cn1,0,True,0.63,2.68,0.52,True,True
833,CN1CCN(c2ccc(-c3ccnc(Nc4ccc(S(=O)(=O)N5CCN(C)CC5)cc4)n3)cc2)CC1,0,True,0.55,2.36,0.7,True,False
834,Cc1ccc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,0,True,0.63,2.28,0.72,True,True
835,CN1CCN(C2CCN(c3nc(Nc4cnn(C)c4)ncc3Cl)CC2)C(=O)C1,0,True,0.82,2.81,0.41,True,False
836,COC(=O)c1ccccc1Nc1cc(NC2CCCC2)c2cc[nH]c2n1,0,True,0.59,2.41,0.19,True,False
837,Cc1ncc(-c2ccnc(Nc3ccc(F)cc3)n2)s1,0,True,0.8,2.23,0.86,True,True
838,Cc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1,0,True,0.76,2.18,0.46,True,False
839,Cc1cccc(Oc2ccc(-c3nc(NC4CCNCC4)ncc3C(N)=O)cc2F)c1,0,True,0.56,2.53,0.49,True,False
840,COc1cc(C=C2SC(=Nc3ccc(C)cc3)NC2=O)cc(Br)c1O,0,True,0.73,2.83,0.49,True,False
841,Cc1ccc(Nc2ncc3ccn(CCCN4CCSCC4)c3n2)cc1,0,True,0.72,2.5,0.54,True,True
842,N#CC1(C(=O)N2CCc3c(cccc3-c3cnc4[nH]ccc4c3)C2)CC1,0,True,0.78,2.84,0.51,True,True
843,CN(C)c1ccc(-c2nc3c(c4c2[nH]c2ccccc24)CNC3=O)cc1,0,True,0.58,2.64,0.43,True,False
844,CN(C)CCc1cncc(-c2ccc3[nH]nc(C(=O)Nc4cccnc4)c3c2)c1,0,True,0.53,2.46,0.67,True,False
845,COc1ccc(Nc2nccc(NCCc3ccccc3OC)n2)cc1OC,0,True,0.58,2.09,0.68,True,False
846,CCc1c(-c2ccc(OC(F)(F)F)cc2)[nH]c2nccnc12,0,True,0.79,2.52,0.89,True,True
847,CC(O)c1nc(-c2ccnc(Nc3cccc(Cl)c3)n2)cs1,0,True,0.75,2.83,0.9,True,True
848,O=C1Cc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2-c2ccc(F)cc2N1,0,True,0.7,2.47,0.65,True,True
849,O=C1Nc2ccc(I)cc2C1=Cc1ncccc1F,0,True,0.62,2.7,0.61,True,True
850,Nc1ncc(-c2ccc(Cl)c(N)c2)nc1C(=O)NC1CC1,0,True,0.75,2.32,0.53,True,True
851,O=C1NC(=O)C(c2cn3c4c(cccc24)CCC3)=C1c1c[nH]c2ccccc12,0,True,0.53,2.64,0.9,True,False
852,COc1cccc(-n2ncc3c(NN=Cc4ccc(C(=O)O)cc4)ncnc32)c1,0,True,0.39,2.34,0.93,True,False
853,CC1CC(Nc2nccc(-c3ccc(S(C)(=O)=O)cc3)n2)CCO1,0,True,0.92,3.07,0.56,True,True
854,CC(c1ncnc2[nH]ccc12)N1CCCC1CC(N)=O,0,True,0.88,3.65,0.53,True,True
855,O=C(NCc1ccccc1Cl)c1ccnc(Nc2ccc(F)c(F)c2)n1,0,True,0.71,2.1,0.57,True,True
856,Cc1cccc(NC(=O)Nc2cccc(Nc3nccc(C(F)(F)F)n3)c2)c1,0,True,0.58,2.14,0.57,True,False
857,Cc1[nH]c(C=C2C(=O)Nc3ccc(Cl)cc32)c(C)c1CCC(=O)N1CCCC1,0,True,0.75,2.56,0.67,True,True
858,Nc1ncnc2c1c(C#Cc1ccc(NCCO)c(F)c1)cn2C1CCCC1,0,True,0.61,2.77,0.56,True,True
859,Cc1ccc(-c2nc(C)sc2-c2ccnc(NC3CC3)n2)cc1,0,True,0.77,2.3,0.62,True,True
860,COc1cc(-c2cn(C3CCN(C)CC3)c3ncnc(N)c23)ccn1,0,True,0.79,2.61,0.65,True,True
861,Cc1cc(Nc2nccc(C3=CC=CCC3)n2)ccc1N1CCN(C)CC1,0,True,0.89,2.6,0.79,True,True
862,Cn1cc(-c2nc(Nc3cccc(S(C)=O)c3)ncc2F)cn1,0,True,0.8,3.15,0.6,True,True
863,CC(C)(C)OC(=O)N1CCC(Nc2cc(N)nc(-c3c[nH]c4ncc(Cl)cc34)n2)C1,0,True,0.58,3.25,0.54,True,False
864,CC1(C)CN(c2ccnc(Nc3ccc(Cl)cc3)n2)CC(C)(C)O1,0,True,0.9,2.6,0.61,True,True
865,CCN(CC)c1ccnc(-c2ccc3[nH]ncc3c2)n1,0,True,0.79,2.49,0.72,True,True
866,CC(N)(C(=O)Nc1ccc2[nH]ncc2c1)C1CCCCC1,0,True,0.81,2.88,0.29,True,False
867,NC(=O)c1cnc(Nc2ccc3c(c2)CCC(=O)N3)nc1NCc1ccc(Cl)cc1,0,True,0.48,2.4,0.58,True,False
868,CC(C)NC(=O)c1nn(-c2ccccc2)c2c1CCc1cnc(NC3CCN(S(C)(=O)=O)CC3)nc1-2,0,True,0.52,2.82,0.53,True,False
869,Cc1cccc(CNc2nccc(-c3cc(C#N)c4c(c3)C(C)(CO)CN4)n2)c1,0,True,0.62,3.43,0.58,True,True
870,COc1cccc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c1,0,True,0.6,2.11,0.86,True,False
871,CN(C)C1CCN(c2ccc(Nc3ncc(F)c(NC4CC(C)(C)N(C)C(C)(C)C4)n3)cc2)C1,0,True,0.64,3.31,0.76,True,True
872,Cc1cnc(Nc2ccc(S(N)(=O)=O)cc2)nc1Nc1ccc2c(c1)NC(=O)CC2,0,True,0.49,2.48,0.72,True,False
873,Cc1c(C=C2C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1C(=O)CCC2,0,True,0.73,2.68,0.67,True,True
874,CCCCOc1ccc(C=C2SC(=Nc3ccc(C)cc3)NC2=O)cc1,0,True,0.57,2.57,0.36,True,False
875,CC(C)(O)c1cnc(Nc2cnn(CCO)c2)cc1Cl,0,True,0.78,2.77,0.09,True,False
876,O=C1NCc2cc(Nc3ncc(Br)c(NC4CCC4)n3)ccc21,0,True,0.77,2.6,0.62,True,True
877,Cn1cc(-c2cnc(N)c3cnc(-c4cccc(F)c4)cc23)cn1,0,True,0.61,2.5,0.47,True,False
878,COc1cc(F)cc(-c2cnc(Nc3ccc4c(c3)CC(=O)N4)o2)c1,0,True,0.76,2.56,0.41,True,False
879,Nc1ncnc2nc(-c3ccc(Cl)s3)[nH]c12,0,True,0.7,2.72,0.29,True,False
880,CC(C)Nc1ccnc(Nc2ccc(F)c(Cl)c2)n1,0,True,0.89,2.18,0.76,False,True
881,OCCN(CCO)Cc1ccc(-c2ccncc2)cc1F,0,True,0.81,2.2,0.57,True,True
882,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,0,True,0.93,3.67,0.82,False,True
883,NC(=O)c1cnc(NC2CCCCC2N)nc1Nc1ccc2cn[nH]c2c1,0,True,0.46,3.36,0.63,True,False
884,Cc1ccc(-c2ccnc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3)n2)cn1,0,True,0.66,2.43,0.75,True,True
885,COCCCNc1ccnc(Nc2cccc(F)c2)n1,0,True,0.76,2.09,0.67,True,True
886,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCCCCC(C)O,0,True,0.39,3.09,0.71,True,False
887,CC(C)CN1CCN(c2ccc(Nc3ncc4cccc(=O)n4c3C3=CCC(C)C=C3)cc2)CC1,0,True,0.54,3.51,0.2,True,False
888,CC(C)(C)Nc1ncnc2[nH]ccc12,0,True,0.72,2.58,0.58,True,True
889,CC1COCCN1CC=CC(=O)Nc1n[nH]c2nc(C3=CCC=CC3)c(Br)cc12,0,True,0.53,4.0,0.67,True,False
890,Cc1ccc(Nc2ccnc(Nc3ccc(N4CCCC4)cc3)n2)cc1,0,True,0.69,2.0,0.65,True,True
891,COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NC4CC4)cc2NC3=O)ccc1[N+](=O)[O-],0,True,0.39,2.49,0.63,True,False
892,CCc1cc(-c2c[nH]c3ncc(F)cc23)nc(SC)n1,0,True,0.59,2.71,0.51,True,False
893,O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21,0,True,0.78,2.61,0.93,True,True
894,Cc1nccc(-c2c[nH]c3nc(Nc4cccc(S(C)(=O)=O)c4)ncc23)n1,0,True,0.56,2.59,0.79,True,False
895,c1cc(-c2nccc(NC3CC3)n2)ncn1,0,True,0.84,2.41,0.4,True,False
896,CCOC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,0,True,0.67,2.46,0.65,False,True
897,CN(c1ncnc2[nH]ccc12)C1CC2(C1)CC(O)(c1nc3ccccc3o1)C2,0,True,0.57,3.69,0.55,True,False
898,COc1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,0,True,0.72,1.9,0.77,True,True
899,CN(C)c1nc(-c2ccccc2)c(-c2ccnc(NCCc3ccc(N)cc3)n2)s1,0,True,0.43,2.45,0.59,True,False
900,Cc1ccccc1Nc1nc(N)c([N+](=O)[O-])c(NCC2CCCC2)n1,0,True,0.54,2.38,0.74,True,False
901,COc1ccc(C=C2C(=O)Nc3cc(F)ccc32)cc1OC,0,True,0.88,2.04,0.57,True,True
902,Cc1ccc(Oc2ncc(F)c(-c3cnc(NC4CCC(O)CC4)nc3)n2)cc1,0,True,0.68,2.63,0.27,True,False
903,COc1ccc2c(c1)NC(=O)C2=Cc1cc(C)c(O)c(C)c1,0,True,0.83,2.29,0.49,True,False
904,CC(C)Oc1ccc(-c2ccnc3[nH]c(CN)cc23)cc1C#N,0,True,0.77,2.63,0.58,True,True
905,CC1CCCC(Nc2nc(N)c([N+](=O)[O-])c(NCC3CCCO3)n2)C1,0,True,0.53,3.59,0.88,True,False
906,COc1cc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc(OC)c1OC,0,True,0.46,2.69,0.55,True,False
907,Nc1ncnc2c1c(C(=O)c1ccc(O)cc1Cl)cn2C1CC1,0,True,0.72,2.51,0.59,True,True
908,CCN(CC)CCOc1cccc2[nH]cc(-c3ccnc(NC4CC4)n3)c12,0,True,0.6,2.54,0.68,True,False
909,O=C(Nc1n[nH]c2c1CNCC2)c1ccc(Cl)c(F)c1,0,True,0.79,2.54,0.35,True,False
910,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,0,True,0.63,2.65,0.82,False,True
911,N#Cc1cccc(Nc2nccc(C(=O)NCc3ccc(F)cc3)n2)c1,0,True,0.74,2.11,0.54,True,True
912,Cn1cc(Nc2ncc3cnn(C(CO)c4ccc(Cl)c(F)c4)c3n2)cn1,0,True,0.55,3.28,0.59,True,False
913,CC1(COc2ccc(-c3cn(CC4CCNCC4)c4ncnc(N)c34)cc2)COC1,0,True,0.65,2.88,0.57,True,True
914,CC(C)CCc1cccc(-c2n[nH]c3ccc(N)cc23)c1,0,True,0.7,2.18,0.6,True,True
915,C=C(C=C(N)c1n[nH]c2ccccc12)c1ccc(Cl)nc1,0,True,0.57,2.91,0.37,True,False
916,CC(C)N(C)CC=CC(=O)N1CCC(n2nc(-c3ccc(Cl)cc3)c3c(N)ncnc32)C1,0,True,0.57,3.31,0.66,True,False
917,COc1cccc(-c2nn(-c3ccccc3)cc2C=NO)c1,0,True,0.46,2.09,0.6,True,False
918,Cc1cccc(Nc2nccc(N3CCN(c4ccccc4F)CC3)n2)c1,0,True,0.76,2.07,0.59,True,True
919,Nc1ccnc(Nc2ccc(Cl)cc2)n1,0,True,0.82,1.91,0.67,True,True
920,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCOC)cc23)c1,0,True,0.52,2.35,0.63,False,False
921,CC1COCCN1c1ccnc(-c2ccnc3[nH]c(C4=CCNCC4)cc23)n1,0,True,0.73,3.55,0.42,True,False
922,Cc1ccc(NC(=O)c2c(C)c(C)cc(C)c2NC(=O)Nc2ccccc2)cc1F,0,True,0.5,2.15,0.07,True,False
923,c1ccc(-c2cccc(CNc3nccc(NC4CC4)n3)c2)cc1,0,True,0.71,2.01,0.42,True,False
924,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cc(Br)sc2N1,0,True,0.54,2.97,0.84,True,False
925,O=C1NCCc2[nH]c(-c3ccnc(-c4c(F)cccc4C(F)(F)F)c3)cc21,0,True,0.66,2.81,0.84,True,True
926,CC(C)c1nc2cnc(Nc3ccc4c(c3)CCC(=O)N4)nc2n1C1CCCC1,0,True,0.67,2.7,0.5,True,False
927,CC(=O)Nc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,0,True,0.67,2.4,0.86,True,True
928,CNC(=O)c1cccc(C)c1Nc1nc(Nc2ccc3c(c2)CCCC(=O)N3C)ncc1Cl,0,True,0.51,2.61,0.59,True,False
929,COc1c(Nc2nc(NC(C)(C)C)ncc2C)cc(N=[N+]=[N-])c(C)c1C,0,True,0.43,3.17,0.33,True,False
930,CN(C)c1ccc(Nc2ncc(Br)c(Nc3ccc(F)cc3)n2)cc1,0,True,0.63,2.12,0.73,True,True
931,O=C(Nc1n[nH]c2cc(F)ccc12)c1c(F)cccc1F,0,True,0.76,2.18,0.58,True,True
932,NC1CCCN(C(=O)c2ccc(Nc3ncc4c(n3)-c3ccc(Cl)cc3C(c3c(F)cccc3F)=NC4)cc2)C1,0,True,0.33,3.28,0.71,False,False
933,CC(C)(N)c1ccc(-c2cc(Nc3ccc4[nH]ncc4c3)nc(N)n2)cc1,0,True,0.44,2.56,0.67,True,False
934,COc1ccc(-c2nn(C3CCCN(C(C)=O)C3)c3ncnc(N)c23)cc1F,0,True,0.74,2.98,0.71,True,True
935,CC1CCN(c2cc(-c3ccc(Cl)cc3)nc3c(Br)cnn23)CC1,0,True,0.6,2.39,0.2,True,False
936,c1cc(OCCN2CCOCC2)c2nc(Nc3cc(C4CC4)[nH]n3)ncc2c1,0,True,0.65,2.62,0.4,True,False
937,COc1ccc(-c2ncc(F)c3cnc(NC4CCC(C(=O)NC5CC5)CC4)nc23)cn1,0,True,0.61,2.78,0.34,True,False
938,N#Cc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)cn2)c1,0,True,0.63,2.36,0.77,True,True
939,COc1ccc(C=C2SC(=Nc3cccc(Br)c3)NC2=O)cc1OC,0,True,0.75,2.7,0.63,True,True
940,CCOc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C,0,True,0.91,2.18,0.51,True,True
941,N#CC(=CC1CC1)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,True,0.29,3.33,0.61,False,False
942,C=CC(=O)Nc1ccc2c(-c3cc(F)cc(OC)c3)n[nH]c2c1,0,True,0.72,2.39,0.33,True,False
943,NC(=O)c1cc2cnc(Nc3ccc(F)c(Cl)c3)nc2cc1OC1CCOC1,0,True,0.68,2.99,0.6,True,True
944,Oc1cccc(Nc2nccc(Oc3ccc4[nH]ncc4c3)n2)c1,0,True,0.53,2.39,0.67,True,False
945,CN1CCN(c2ccc(-c3nccc4c3cnn4C3(CN)CCCC3)cc2)CC1,0,True,0.74,2.79,0.3,True,False
946,CC(=O)N1CCC(Nc2nc(Nc3cc(C)n[nH]3)c3ccccc3n2)CC1,0,True,0.66,2.69,0.58,True,True
947,CC(=O)c1ccc2c(c1)C(=Cc1[nH]c(C)c(C(=O)NCCN3CCCC3)c1C)C(=O)N2,0,True,0.49,2.61,0.66,True,False
948,CC1(C)CC(c2c[nH]c3nc(Nc4ccccc4)ncc23)=CC(C)(C)N1,0,True,0.65,2.97,0.62,True,True
949,CCOC(=O)c1ccc2nc(Nc3ccc(N4CCOCC4)cc3)[nH]c2c1,0,True,0.67,2.17,0.05,True,False
950,Cn1cnc(-c2c[nH]c3ncc(F)cc23)c1,0,True,0.68,2.73,0.5,True,False
951,COC(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3F)n2)cc1,0,True,0.69,2.05,0.54,True,True
952,Cc1cc(F)cc(F)c1Nc1ccnc(Nc2ccc(C(=O)NC3CCCC3)cc2)n1,0,True,0.51,2.38,0.68,True,False
953,COc1ccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)cc1OC,0,True,0.57,3.23,0.56,False,False
954,COc1ccc(Nc2nccc(NCc3ccccc3)n2)cc1OC,0,True,0.68,1.92,0.68,True,True
955,CC1CCN(c2ccnc(-c3c[nH]c4ncccc34)n2)CC1,0,True,0.79,2.43,0.72,True,True
956,O=C1NC(=O)c2c1c1cnn(C3CCNCC3)c1c1[nH]c3cc(F)ccc3c21,0,True,0.44,3.06,0.42,True,False
957,COCCNc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,0,True,0.6,2.27,0.6,True,False
958,Oc1cccc(Nc2nccc(NCC3CCCO3)n2)c1,0,True,0.78,2.72,0.63,True,True
959,CN1CCN(c2ccc(Nc3ccnc4[nH]cc(C(N)=O)c34)cc2)CC1,0,True,0.67,2.42,0.43,True,False
960,CC(C)CC1CCc2c(-c3ccnc(N)n3)[nH]c3cccc1c23,0,True,0.76,3.22,0.35,True,False
961,Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,0,True,0.76,2.45,0.8,True,True
962,O=C(C#CC1CC1)Nc1n[nH]c2c1CN(c1ncnc3[nH]ccc13)C2,0,True,0.62,3.39,0.63,True,True
963,CCNc1ccnc(Nc2ccc3[nH]c(C)cc3c2)n1,0,True,0.68,2.36,0.65,True,True
964,Cn1cc(Nc2nccc(N3CCCc4cnc(N5CCOCC5)cc43)n2)cn1,0,True,0.72,2.82,0.51,True,True
965,CN(c1ncnc2[nH]ccc12)C1CC(C#N)(NCc2cccc(Cl)c2)C1,0,True,0.72,2.97,0.66,True,True
966,CCOC(=O)C(C)n1c(=O)ccc2cnc(Nc3cccc(N4CCN(C)CC4)c3)nc21,0,True,0.59,3.01,0.53,True,False
967,NC(=O)c1ncc(NC2COC2)nc1Nc1cccc2c1OCO2,0,True,0.74,2.85,0.34,True,False
968,CC(C)C(CO)Nc1nccc(-c2cnccn2)n1,0,True,0.84,2.99,0.51,True,True
969,COC1CCC(C(=O)c2cnc(Nc3cccc(F)c3)nc2NC2CCN(C(C)=O)CC2)CC1,0,True,0.59,2.68,0.6,True,False
970,Nc1nc(Nc2ccc(C(=O)N3CCC(O)CC3)cc2)sc1C(=O)c1ccccc1,0,True,0.54,2.27,0.77,True,False
971,Cc1ccc(NC(=O)Nc2ccc(-c3cn(C4CCOCC4)c4ncnc(N)c34)cc2)cn1,0,True,0.43,2.58,0.82,True,False
972,CC(=O)c1sc(Nc2ccc(F)cc2)nc1N,0,True,0.82,2.13,0.69,True,True
973,O=C(c1cncc(Nc2ccccc2)n1)N1CCc2sccc2C1,0,True,0.8,2.36,0.12,True,False
974,Cc1ccc(C)c(Nc2nccc(C(=O)Nc3ccc(C(F)(F)F)cc3)n2)c1,0,True,0.65,2.13,0.37,True,False
975,Nc1n[nH]c(-c2ccc(Cl)cc2Cl)c1-c1ccc(F)cc1,0,True,0.71,2.13,0.32,True,False
976,CN1CCN(c2ccc(NC(=O)c3n[nH]c4ccc(-c5cncc(CN6CCOCC6)c5)cc34)cn2)CC1,0,True,0.41,2.68,0.58,True,False
977,CC(C)c1cccc(C(C)C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0,True,0.55,2.39,0.71,True,False
978,CC1CNCC(Nc2nc(-c3c[nH]c4ncc(Cl)cc34)ncc2F)C1,0,True,0.67,3.61,0.52,True,True
979,CC(C)n1cnc2c(NCc3cccc(C(=O)O)c3)nc(NC3CC3)nc21,0,True,0.59,2.46,0.36,True,False
980,CC1CCN(c2cnc(Nc3cc(Cl)ccc3F)nc2NC2CCC2)CC1,0,True,0.73,2.49,0.57,True,True
981,Cc1cnc(Nc2ccc(F)cc2)nc1Nc1cccc(S(=O)(=O)NC2CC2)c1,0,True,0.54,2.25,0.77,True,False
982,O=C(O)c1ccc(-c2ccnc(Nc3ccc(Cl)cc3)n2)cc1,0,True,0.75,1.81,0.78,True,True
983,O=C1NC(=Nc2ccc(F)c(Cl)c2)SC1=Cc1cccc(Br)c1,0,True,0.7,2.84,0.6,False,True
984,COc1cc2c(Nc3ccc(N)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,0,True,0.4,2.4,0.61,True,False
985,Oc1cc(-c2ccccc2Cl)nc2[nH]cc(Br)c12,0,True,0.7,2.59,0.27,True,False
986,COc1ccc2c(c1)C(=Cc1c(F)cccc1F)C(=O)N2,0,True,0.86,2.22,0.64,True,True
987,C=CC(=O)Nc1cccc(-c2nc(Nc3ccc(OC)c(N4CCOCC4)c3)ncc2N)c1,0,True,0.47,2.6,0.67,True,False
988,Cc1cc(Nc2ncc3c(n2)N2CCN=C2N(c2ccccc2Cl)C3=O)ccc1F,0,True,0.69,2.79,0.5,True,False
989,CCOc1nc(C)nc2[nH]cc(-c3cccc(C(N)=O)c3)c12,0,True,0.77,2.53,0.54,True,True
990,CC(=O)Nc1n[nH]c2nc(-c3ccc(F)cc3)ccc12,0,True,0.75,2.22,0.71,True,True
991,Cc1ccc(Nc2nccc(C3CCCCN3C)n2)cc1C,0,True,0.93,2.74,0.7,True,True
992,C=CC(=O)N1CC(c2c(-c3ccc(OC)c(OC)c3)[nH]c3ncccc23)C1,0,True,0.71,2.68,0.46,True,False
993,O=c1c2cc(F)c(F)cc2n(CC2CC2)c2ncnc(N3CCC(O)C3)c12,0,True,0.71,3.19,0.08,True,False
994,O=C(O)CCc1c(C=C2C(=O)Nc3ccc(S(=O)(=O)NCc4ccc(Cl)cc4)cc32)[nH]c2c1CCCC2,0,True,0.31,2.82,0.57,True,False
995,Nc1ncnc2c1c(-c1cc(Cl)ccc1F)cn2C1CC(O)C1,0,True,0.76,2.59,0.64,True,True
996,COc1ccccc1CNc1nccc(Nc2cc(C)on2)n1,0,True,0.72,2.29,0.35,True,False
997,CC(=O)NCCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1C,0,True,0.48,2.51,0.66,False,False
