mid,smiles
1034,CN(C)S(=O)(=O)C1=CC=C(C2CN(C(=O)OC(C)(C)C)CCC2C(=O)O)C=C1
1035,COC(=O)CC1=CC=C(OCC(F)(F)F)C(C#N)=C1Cl
1036,O=C(O)CC1=CC=C(OCC2=CC=C(Cl)C=C2)C(Cl)=C1
1037,N#CC1=CC=C(OCCSC2=NN=C3C=CC=CN32)C=C1
1038,COC(=O)C1=CC=CC=C1C=CC1CCCCC(N)N1
1039,CC1=CC=C(NC(C)CC(O)C2=CC=C(F)C=C2)C=C1C
1040,CCOC(=O)C1=CC=CC(C2=CC=C(CC(C)C(=O)O)C=C2)=C1
1041,CC1=CC=C(C(=O)OC2=CC=C(C(C)=NO)C=C2)C(Cl)=C1
1042,CCNCC1=CC=CC(OCC#N)=C1
1043,C=C1CCC(C)(CCC)C1
1044,CC(=O)C=C(C)NC(=O)C1=CC=C(Cl)C=C1
1045,CC1=CC(C(F)(F)F)=NC2=C1C=CC1=C2N=C(C2CCCN2)N1
1046,CNC(C1=CC=C(F)C=C1C)C1=C(Cl)C=CS1
1047,O=C(CCC(F)(F)F)C1=CC=CC(C(F)(F)F)=C1F
1048,CC1=CC=C(OC2=CC=C(Cl)C(Cl)=C2)C(CNC(C)C)=C1
1049,CC1=C(C)C(C)=C(C(=O)C2=CC(Br)=CC(Br)=C2)N1
1050,CN(C)C(C(=O)NC1=CC=C(OC(F)F)C(F)=C1)C1=CC=CC=C1
1051,CCC(C1=CC=CC=C1)C(C(=O)C1=CC=CC=C1)C(C[N+](=O)[O-])C1=CC=CC(C)=C1
1052,CC(C)CCNCC(C)OC1=CC=CC2=CC=CC=C21
1053,CC(C)CCCC(C)NS(=O)(=O)C1=CC=C(CO)S1
1054,CC1=CC=C(C(O)CC2OCCC3=CC=CC=C32)C=C1
1055,CCOC1=CC=C(S(=O)(=O)N2CCC(C3=NC4=CC=NC=C4N3C)C2)C=C1Cl
1056,COC1=CC(C(O)C(CN)C2=CC=CC=C2C)=CC(OC)=C1OC
1057,O=C(O)C1=CC=C(C(F)(F)F)C=C1[N+](=O)[O-]
1058,CC(=O)C1=CC=C(C2=CC=C(C(=O)C(C)(C)O)C=C2)C=C1
1059,CC1=CC=C(C(=O)OC2=C(C)C=CC(C)=C2C)C=C1S(=O)(=O)N(C)C
1060,CC(C)C1=CC=CC(Cl)=C1OC1=CC(Cl)=C2C(Cl)=CNC2=C1
1061,CCN1N=C(C)C(CC(=O)CC2=CSC(N)=N2)=C1C
1062,CCC1=CC=C(C2(C(=O)O)CC2C)C=C1Br
1063,COC1=CC(C=C(C#N)C(=O)NCC2=CC=CS2)=CC(OC)=C1
1064,COC(=O)C(C)SCC1=C(C)OC(C2=CC=CS2)=N1
1065,CCC(C)C(O)CNC(=O)C1=CC=CC(NC(=O)C2=CC=CO2)=C1
1066,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(NC(=O)C3=CC=C(C4=CC=CC=C4)C=C3)C=C2)=N1
1067,CC(C)(C)CCN(CCC(C)(C)C)S(=O)(=O)C1=CC=C(S(=O)(=O)O)C=C1
1068,CC(=CC(C)CC1=CC=CC=C1)CCS(=O)(=O)C1=CC=CC=C1
1069,C1=CSC(CCNC2CCCSC2)=C1
1070,O=C1C2=CC=CC=C2C(O)=C1C1=C(C2=CC=CC=C2)N=C(C2=CC=CC=C2)S1
1071,COC1=CC=CC(CNCC(C)C)=C1OCC(C)(C)O
1072,C=C(Cl)COC1=CC=C(OC)C=C1CNC(C)(C)C
1073,COC1=CC=C(Br)C=C1C(=O)C1=CC(C)=CC=C1F
1074,CC1=CC(C(F)(F)F)=NN1CC(=O)Cl
1075,CC(C)(C)C1=CC=CC(OCC2=CC=CC=C2C(C#N)=NO)=C1
1076,O=CC1=CC=CC=C1OC1=CC=C(C(F)(F)F)C=C1Br
1077,O=C(C=CC1=CC=C2C=CC=CC2=C1)C1=CC=CC=C1F
1078,CC1=CC=C2C(=C1)C(=O)C1=CC(C)=CC(C)=C12
1079,COC1=CC=C(CNC(=O)C(=O)NC2=CC=CC(C(F)(F)F)=C2)C=C1
1080,O=S(=O)(Cl)C1=CC=CC=C1OCC1=CC(F)=CC(F)=C1
1081,C=C1C=CC(=O)N1CCO
1082,CC(C(=O)OC(C)(C)C)C1=CN=CC=N1
1083,CC(C)(C)OC(=O)N1CCC2(CCC(C3=CC=CN=C3)CC2)C1
1084,CC1=CC(C)=C(S(=O)C2=CC=CC=C2C(O)C2=CC=CC=C2)C(C)=C1
1085,CC1=NC2=CC=C(C(CO)OC(C)(C)C)C=C2C(=O)N1C1=CC=CC=C1C(C)C
1086,CC(=O)C1=C(O)C2=CC=C(Br)C=C2C(C)(C#N)C1=O
1087,COC1=CC(Cl)=CC=C1S(=O)(=O)NC(C(=O)O)C(C)C
1088,C=C(C)C1=CC=C(C(=O)OCC(=O)O)C=C1
1089,CCOC1CC(CC(O)CC2=C(C)C=C(C)C=C2C)C1
1090,O=C(O)C=CCC(=O)C1=CC=CO1
1091,COC1=CC=C(C2=NC(C3=CC=CC(C4=NC(C5=CC=C(OC)C=C5)ON4)=C3)=NO2)C=C1
1092,CC1=CC=C(CC(CC(O)COC(C)C)C(=O)O)C=C1
1093,CCCNC(C)(C(=O)O)C1=CC=C(S(C)(=O)=O)C=C1
1094,COC(=O)C1=CC=C(COC2=CC=CC=C2C(C)=O)O1
1095,COC1=CC=C(C(=O)CC2=CC(C)=CC=C2C)C(OC)=C1Cl
1096,COC1=CC=C(C2=NC(=O)C3=CC=NC3=N2)C=C1
1097,CCCNC(=O)N1CC(C2=CC=C(OC)C=C2)C(C2=CC=C(C)C=C2)=N1
1098,CCOC(=O)C1=C(C)NC(=O)NC1C1=CC2=CC=CC=C2N=C1C#CC(C)(C)C
1099,CCCCOC1=CC=C2NC=C(C(=O)C3COCCO3)C2=C1
1100,COC1=CC=C(C)C=C1C(CC1=CC(F)=CC(Br)=C1)C(=O)O
1101,CCCC1CCC(NC2=CC(OC)=CC=C2C#N)CC1
1102,CCN(CC1=CC=CS1)C1=C(C(C)O)C(C)=NN1C
1103,O=C(O)CC1CCCC1C1=CC(Cl)=CC=C1O
1104,O=S(=O)(NC1=CC=CC(C=CC2=CC=CC=N2)=C1)C1=CC=C(Br)C=C1OC(F)(F)F
1105,CCCC(CC(=O)O)NS(=O)(=O)C1=CC=CS1
1106,CC1=CC(C)=C2C(OCC(=O)NC3=CC=C4OC(F)(F)OC4=C3)=NN(C)C2=N1
1107,CC(NCCC(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1
1108,OCC(F)(F)CNCC1=CC=C(I)C=C1
1109,O=C(C1=CC=CC=C1F)C1=CC(F)=CC=C1F
1110,O=C(O)C1=CC=C2C(=C1)C=CC1=CC=C(C(=O)O)C(CC3=CC=CC(C(=O)O)=C3CC(=O)O)=C12
1111,COC1=CC(C2C3=C(CCCC3=O)NC3=NC4=CC=CC=C4N32)=CC=C1O
1112,COC(=O)C1(NCC2=CC=C(OC)C=C2)CC1C1=CC=CC=C1
1113,COC1=CC=C2C(=O)C(=CC3=CC(O)=C(O)C(Cl)=C3)CCC2=C1
1114,CC1=CC=C(OC2=CC=C(C3=CC=C(C#N)C=C3)C=C2)C=C1
1115,CC1=CC(F)=C(Br)C=C1C1=CC(O)=CC(F)=C1
1116,COC1=CC=C(CC2(C(=O)O)CC2)C=C1C(C)(C)C
1117,CC1=CC(C2CCCC2=O)C1
1118,O=C1CCCC2=C1C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1=C(N2)C2=CC=CC=C2C1=O
1119,COC1=CC=C(C(Br)C2=CC(F)=C(C)C=C2F)C=C1
1120,CCCOC1=CC=CC2=C1CCCC2C
1121,CCNC1=C(C(=O)C2=CC=CC=C2)C(C2=CC=CC=C2)CC(=O)N1
1122,COC1=CC=C(C(=O)N(C)C(C)C2=CC=CS2)C(F)=C1
1123,COC(=O)C1=CC(Br)=C2C(=C1)C(C=O)=CN2C(C)C
1124,COC1=CC(C=CC(=O)N2CC(=O)NC3=CC=CC=C32)=CC=C1OC(F)F
1125,CC(C)(C#N)C1=CC=C(NC2CCSC2)C=C1
1126,COC1=CC=C(S(=O)(=O)NC2=CC=CC=C2C2=CC=CC=C2)C=C1Cl
1127,COC(=O)C1=C(C)C(COC(C)=O)=C(CO)C2=C1OCC1=CC=CC=C12
1128,COC1=CC(NC(=O)C2=CC=C(C)C(C)=C2)=CC=C1Cl
1129,CCCC1=CC=C(C(O)C2=CC=CC(Br)=C2Cl)C=C1
1130,COC1=CC=C(C2=CC(C#N)=NN2C2=CC=C(C)C=C2)C=C1
1131,CC1=CC=CC(C(O)C2=CC=CC(Cl)=C2)=C1
1132,COC1=C(C(O)C2=CC=C(Br)C=C2Br)C=CC(C)=C1C
1133,CC1=CC=C2C(=O)C(OS(C)(=O)=O)=C(C3=CC=C(Cl)C=C3)OC2=C1
1134,CC(C)C1=NC(Cl)=CC(OC2=CC=C(Cl)C=C2)=N1
1135,COC1=CC=C(C=CC(=O)C2=CC(Br)=CC(Br)=C2OC)C=C1F
1136,COC1=CC(F)=CC=C1OCC1=CC(F)=CC=C1C(C)=O
1137,CC(CCO)SCC1=CC=CC(C(N)=O)=C1
1138,CC1=C(C)SC(N2CCN(C3=CC=C([N+](=O)[O-])C=C3C#N)CC2)=N1
1139,COC1=CC=CC(CN(C)S(=O)(=O)N(C)CCC(=O)O)=C1
1140,COC(=O)C(CC1=CC=CC=C1)NC(=O)C=CC1=CC=CC(Br)=C1
1141,O=C1C=CC2=C(C1)C(=O)C1=CC=CC=C1C2=O
1142,CCCC(C)C1=CC(O)=C2NC=CC2=C1
1143,COC1=CC(Cl)=C(C2=CC(C)=CC=C2C=O)C=C1Cl
1144,CC1=CC=C(C)C(C2=CC=CC=C2CCBr)=C1
1145,C=C(NCC1=CC=CC=C1)C1=C(N=CN)SC2=C1CCCCC2
1146,COC1=CC=C(C2=CN3C=CC=CC3=N2)C=C1NC(=O)C1=CC=CC(OC(C)C)=C1
1147,CC1=CC=C(CC(=O)C2=CC=C(C(C)(C)C)C=C2)C=C1C
1148,CC1=CC=C(C)C(C2=NC=CC(CNC(C)(C)C)=N2)=C1
1149,O=C(C1=C(O)C(=CC2=CC=C3OCOC3=C2)SC1=NC1=CC=C(F)C=C1)C(F)(F)F
1150,CCNC(=O)C1=CC=C(C2=CC=C(CC(=O)O)C=C2)C=C1F
1151,CCC(CC(=O)O)C1=CC=C(OCC2=CC3(CCCCC3)CCC2)C=C1
1152,O=C(O)C1=CC=C(CSC2=NC3=CC=CC=C3O2)N=C1
1153,CCC1=CC=C(O)C=C1
1154,COC1=CC=C(S(=O)(=O)CC2=CC=C(C3CCCO3)S2)C=C1
1155,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(OC)C=C1
1156,CC1=CC=C(OC2=CC=C(C#N)C=C2)C(C=O)=C1
1157,O=S(=O)(Cl)C1=CC=CC(COCC(F)(F)C(F)F)=C1
1158,CC1CC(=O)N(C(CO)C2=CC=CC=C2)C1
1159,CC1=CC=CC(COC2=CC=CC=C2C(=O)OCC(=O)C2=CC=C(F)C=C2)=C1
1160,C=C1C2=CC=CC3=CC=CC(=C32)C(=O)N1OS(=O)(=O)C(F)(F)F
1161,CC(=O)OC1=CC=CC=C1OC(=O)CCC(N)C(=O)O
1162,CC(C)(C)CC(CC(=O)O)NC(=O)C1=CC(Br)=CS1
1163,CCCNC(=O)C(C)OC(C)(C)CN
1164,CNC(=O)C1=CC=CC(NC(=O)C=CC2=CC=C(OC)C(OC)=C2)=C1
1165,CCOC1=CC=C(C(CC(=O)[O-])NC(=O)C=CC2=C(Cl)C=CC=C2Cl)C=C1OC
1166,CC(C)(C)OC(=O)N1CC2CC(O)(C3=CC=CC4=CC=CC=C43)CC2C1
1167,CC1=CC(OC(C)C2=CC=CC=C2)=NC=C1N
1168,CCNC(=O)C1(C2=CC=C(F)C=C2)CCC1
1169,O=C(NC(CO)C1=CC=C(Cl)C=C1)OCC1C2=CC=CC=C2C2=CC=CC=C21
1170,CC(C)N(CC1=CC=CC(Cl)=C1)C(=O)C1=CC=C(S(C)(=O)=O)C=C1
1171,CCCCC(C)C(CC1=CC=C(F)C(Br)=C1)NCC
1172,CCCC1CCCC1(CC(=O)C1=CC=CC=C1)C(=O)OCC
1173,CNC(=O)OC1=CC=CC(C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)=C1
1174,C=C(CCCNC(=O)OC1=CC=CC(SC)=C1)C(=O)O
1175,O=C(CC1=CC=CC(Cl)=C1F)C1=C(Cl)OC=C1
1176,CC(C)(C#N)CCCSC1=CC=C(Br)C(C(=O)O)=C1
1177,CCNCC(CCC1=CC=CC=C1)CC1=NC=CS1
1178,COC1=CC=C(C(=O)C2=CC=C(OCC(=O)O)C=C2)C=C1Cl
1179,CCC(C)OC(=O)C1=C(C)NC2=C(C(=O)CC(C3=CC=C(OC)C=C3)C2)C1C1=CC=CC(Cl)=C1
1180,CCN(CC1CCCO1)C(=O)N(CC)C1COCC1C(=O)O
1181,CCOC1=CC=C2C(=C1)C(C#N)=C(C1=CC=CC=C1OC)N2C
1182,CC(CC(O)C(C)O)C1=CC(Br)=CC(Br)=C1
1183,CCCC1(CCC)CC(CC(=O)O)C1
1184,COC1=CC=CC=C1CN(CC1CCCO1)C(=O)C(SC1=CC=CC=C1)C1=CC=CC=C1
1185,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=C(OC)C=C(OC)C(OC)=C1OC
1186,COC1=C(F)C=CC=C1C(=O)C(C#N)C#N
1187,CC1=C(C2=CC=CC=C2)OC2=CC=CC=C2C1=S
1188,CC1=CC=C(S(=O)(=O)N(C)C2=CC=CC=C2C(=O)OCC(=O)NC(=O)C2=CC=CC=C2OC(C)C)C=C1
1189,O=C(O)C1=CC=C2NC(C3=CC=CC=C3)C3CC=CC3C2=C1
1190,CC(CCBr)CCSC1=NN=NN1C1=CC=CC=C1
1191,COC(=O)C1=CC=C(C)C(C2=CC=C(C(C)=O)S2)=C1
1192,CC1=CC=C(Cl)C=C1C(Cl)C1=CC=C(F)C=C1F
1193,CC1=CC=C(C2=C(C(=O)O)N=CS2)C=C1Cl
1194,CCNCC1=CC=CC(C2=COC3=CC=CC=C32)=C1
1195,CC(C)C1=NC=C(C(=O)O)C(SC2=CC=C(F)C(F)=C2)=N1
1196,CNC(=O)C(C)OC1=CC=C2C(=C1)OCC2N
1197,CC1=NC=C(CC2CC3=CC=CC=C3C2O)S1
1198,CC1=CC=CC(C(=O)C2=CC=C(F)C3=CC=CC=C23)=C1F
1199,CCCCCC1(C)NC(C)(C)CN(C2=CC(C)=CC(C)=C2)C1=O
1200,CC1=C(C2=CC=CC=C2)OC2=C(CC(=O)O)C=CC=C12
1201,CC(C)C(C(=O)CO)N(C)C
1202,CCOC(C)OC1=CC=C2N=C(C3=CC=C(N(CC)CC)C=C3)C=CC2=C1
1203,CCC1=CC=C(C(C=NI)=CN)C=C1
1204,CC1=CC(OCC2=CC=C(C=CC(=O)C3=CC=C(N4CCOCC4)C=C3)O2)=CC=C1Cl
1205,CC1=CC=C(F)C(C(Cl)C2=C(C)OC(C)=C2)=C1F
1206,COC(=O)C1=CC=C(CC(C)C)C(C)=C1
1207,CC1=CSC=C1C1=CC=C(N)C=C1
1208,N#CC1=C(N)OC2=C(C(=O)CC(C3=CC=CC=C3)C2)C1C1=CC=CC(O)=C1
1209,CC1=CC(C)=C(CC(O)(CCCl)C2=CC=CC=C2)C(C)=C1
1210,CN(C)S(=O)(=O)C1=CC=C(OCCN2CCC3=C(C=CS3)C2C2CC2)C=C1
1211,CCC(C)OC1=CC=CC(NC(C)CC2COCCN2)=C1
1212,CCCC(O)C1=NOC(C(C)S(C)(=O)=O)=N1
1213,CC(C)(C)C1=NC(C(C)(C)I)=NC2=C1CNC2
1214,CC1(C)OCC(COC(=O)C2=CC(C3=CC=C(Cl)C=C3)=CC=C2Cl)O1
1215,CC1=CC(C(C)(C)C)=CC(C)=C1C(=O)PC1=CC=CC=C1
1216,CN1CCC(O)(C#CC2=CC=CC(C3=C4N=C(C5=CC=CC(OCC(=O)N(C)C)=C5)C=CN4N=C3)=C2)CC1
1217,CC(C)OC(=O)NC1=CSC2=CC=CC=C12
1218,CC(=O)OCC1=CC(F)=C(C)C=C1OC(C)=O
1219,CC1=CC=C(C2=CC=C(F)C=C2C(=O)O)C2=CC=CC=C12
1220,CC1=CC(O)=CC2=C1C(CO)=CS2
1221,CCCC1=CC(=O)OC2=C1C1=C(C=CC(C3=CC=CC=C3)O1)C1=C2C(=O)C(C)C(C)(C)O1
1222,COC1=CC=CC(C(CN=CC2=CC(Br)=CC=C2O)[NH+](C)C)=C1
1223,COC1=CC=C(COC2=CC(F)=CC(F)=C2)C=C1
1224,C1=CN=C2C(=C1)C=CC1=CC=CN=C12
1225,CC1=CC(C(=O)NC2=CC=C(OCCO)C=C2)=C(C)S1
1226,C=CCC1C=CC(=O)C1=CCCCCCC(=O)O
1227,CCCCCC(=O)OC1=CC=CC(O)=C1C(=O)O
1228,N#CC(=CC1=CC=CC=C1OCC1=CC=CC=C1F)C1=CC=CC=N1
1229,CSC1=CC=C(OC2=CC=C(S(N)(=O)=O)C=C2CN)C=C1
1230,O=S(=O)(CC(O)C1CCCN1)C1=CC=CC=C1
1231,CC1=C(C2=CC=C(O)C=C2)C(C2=CC=C(OCCN3CCC(C)C3)C=C2)OC2=CC(O)=CC=C21
1232,CC1=CC=CC(S(=O)CCCNC(C)(C)C)=C1
1233,CCC(N)CC1=CC(F)=CC=C1OCC1=NOC(C)=C1
1234,CC1=CC(C#N)=CC=C1C1=CC=CC2=C(C3CC3)C(C3=CCN(C4CCN(C(=O)CCO)CC4)CC3)=CN=C12
1235,CCCCC(CC)COC1=CC=CC=C1[B-](F)(F)F
1236,COC(=O)C1=CC=C(NC(=O)CSC2=NC=CC=C2C(=O)O)C=C1
1237,CC(C)N(CC1=CC=C(Cl)C(Cl)=C1)C(=O)C1CCC(O)CC1
1238,COC(=O)C1=CC=C(C)C(C2=CC=C(C(C)=O)S2)=C1
1239,COC1=CC=C(C(=O)C(C)(C)C#N)C=C1Br
1240,CC(C)C1=CC=C(C=C2SC(=S)N(NC(=O)C3=CC=CS3)C2=O)C=C1
1241,CC1=CC(C)=CC(NC(=S)NC2=CC=C(C)C(F)=C2)=C1
1242,CCCNC(C)C1=CC=C(OC2=CC=CC=C2OC)C=C1Br
1243,CC(C)N(C)CCCNS(=O)(=O)C1=CC=C(CO)S1
1244,C1=CC2=CC=C3C=CCCCC3=C2N=C1
1245,CCC1=CC=CC(OCC2=CC(Cl)=CC=C2OC)=C1
1246,CC(=O)C(CC=CC1=CC=C(O)C(F)=C1)C(C)=O
1247,CCOC(C1=CC=CC=C1)C(NC)C1CCC(CC)CC1
1248,CC1=CC=C(NC(=O)C2=CC=C(S(=O)(=O)C3=CC=C(C)C(C)=C3)O2)C(Cl)=C1
1249,COC1=CC=C(CC2=NN=C(SCC3=CC=CC=C3C)N2C)C=C1
1250,CCC(NC1=CC=CC=C1C1=CC=CC=C1C=O)C(=O)O
1251,CC1=CC=C(S(=O)(=O)N2C=CC3=C2C(=O)C(I)=C(C)C3=O)C=C1
1252,CC1=CC=CC(C)=C1CC(C)(C)CNC(C)(C)C
1253,C=C(C)CCOC1=C(CNC(C)C)C(C)=NN1CC
1254,CC1=C(C(O)C(C)S(=O)(=O)C2=CC=CC=C2)C=CO1
1255,COC(=O)C1=CC=C2C(=O)N(C3=CC=CC(C)=C3C)C(SC)=NC2=C1
1256,COC1=CC(C=C(C#N)S(=O)(=O)C2=CC=C(C)C=C2)=CC(OC)=C1
1257,O=C(O)CC1CCCCC1NC(=O)OCC1C2=CC=CC=C2C2=CC=CC=C21
1258,COC1=CC(C2OCCCO2)=CC=C1OCC1=CC=CC=C1
1259,COC1=CC(OC)=C(NC(=O)OCC2=CC=CC=C2)C=C1Cl
1260,C=CC1=CC=C2C(Cl)=CC(C3=CN(C)N=C3)=NC2=C1
1261,CC1=CC=C2C(=O)N(CCCC(=O)OC3=CC=C4C=CC=CC4=C3)C(=O)C2=C1
1262,CC1(C2=CC=C(F)C(F)=C2)NC(=O)N(CC(=O)C2=CC=CC=C2F)C1=O
1263,COC1=CC(CC2CCCC2)=CC(OC(F)F)=C1
1264,COC(=O)C(NC1=CC=CC=C1C)C1=CC=C(OC)C=C1
1265,COC1=CC=CC=C1C1CC(=O)C2=C(C)N=C(N3CCCC3)N=C2C1
1266,CN(CC1=CSC=C1)C1=CC=C(C=O)C(C(F)(F)F)=C1
1267,CC1=C(C2=CC=CC(S(C)(=O)=O)=C2)C2=NC(CF)=CC=C2N1CC(F)=CC[NH3+]
1268,CC(=O)C1=CC=C(C(=O)OC2=CC=C(C(=O)C3=CC=CC=C3)C=C2)C=C1
1269,CC1=CC=CC2=C(O)C3=C(C(O)=C12)C(C)OC(C)C3=O
1270,COC1=CC=C(OC)C(C(C)NC(=O)CSC2=NN=C(C3CC3)N2C)=C1
1271,COC1=CC(C)=C(S(=O)(=O)N2CCSCC2COCC(=O)N2CCN(CC3CCCN(C)C3)CC2)C(C)=C1
1272,C=CC(=CC=C(C)C)C(=C)C=CC(C)=CCC
1273,CCC1=CC=CC=C1NC(=O)C(CC)OC1=CC=CC(C)=C1C
1274,CCCCCC=C1C=CC=CC1(C)C
1275,CCCC(C)COC1=CC=CC=C1C(C)(C)C
1276,COC1=CC=C(C(CNC2=CC=CC(C)=C2)S(=O)(=O)C2=CC=CS2)C=C1
1277,O=CC1=CC=C(Cl)C=C1OCC1=CC(Br)=CS1
1278,CC(=O)C(CC1=CC=CC=C1)NC(F)(F)F
1279,COC1=CC(Br)=C(C(N)CO)C(O)=C1OC
1280,COC(=O)CC1(OC2=CC=C(C#N)C(F)=C2)CCC1
1281,CCOC(C)C(NC)C1=CC=C(Cl)C(OC)=C1
1282,CC1=C(S(=O)(=O)N(C)CC2CCCCO2)SC(N)=N1
1283,COC1=CC=C2C=C(CN(C)C(=O)C[NH+](C)CC3=CC=C4OCCCOC4=C3)C=CC2=C1
1284,CC1=CC(C)=CC(CSCC2(C)CO2)=C1
1285,O=C(O)C1=CC=C(OCC2=CC=C(Cl)C=C2)C(OC(F)F)=C1
1286,CNC1CCN(C(=O)C2=CC=CC3=CC=CC=C32)C1
1287,CN1C(CO)=CC2=CC(O)=CC(Br)=C21
1288,COC1=CC(C=C(CO)C(C)C)=CC(Br)=C1OC(C)C
1289,CC1=CC=C(F)C=C1OCC1=CC=C(Br)C=C1Cl
1290,CC1=NC(=O)C(C2=CC=CC=C2)=C(C)S1
1291,COC(=O)C1=CC=CC=C1S(=O)(=O)N(CCOC1=CC=C(C#N)C=C1)C1=CC=CC=C1Cl
1292,CC(=O)OC1=CC=C(C2=CC=C(F)C=C2F)C=C1C(=O)[O-]
1293,CC1=CC=C(Cl)C(C)=C1CCC1(N)CC1
1294,NCC(=CF)COC1=CC=C(SF)C=C1
1295,CN1N=CC=C1CCC(O)CC1=CC=CC=C1F
1296,CC1=C(C)SC(C(=O)C2CCCC3=CC=CN=C32)=C1
1297,CC(=O)OCC(=O)O
1298,CCNCC1=CC=C(C)C(C2=CN=CC(OC)=C2)=C1
1299,COC(=O)C1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1
1300,CCCCOC1=CC=C(C(=O)NC2=CC=CC(SCC)=C2)C=C1
1301,COC1=CC=C(C(O)C2=CC=C(F)C(Br)=C2)C(C)=C1
1302,CNC(CCC(C)(C)OC)CC1=CC=C(F)C=C1F
1303,O=C(O)C=CC1=CC=C(CCCC2=CC=CC=C2)C=C1
1304,O=C(O)C(C1=CC=CC=C1)=C(CC1=CC=CC=C1)C(=O)C1=CC=CC=C1
1305,COC(C1=CC=CC=C1)C(O)CC1=CC=CC(Cl)=C1
1306,COC1=CC=C(C(=O)NCC(F)(F)F)C=C1S(=O)(=O)Cl
1307,COC(=O)C=CC1=CC=CC=C1C=CC(=O)OC
1308,O=S(=O)(C1=CC=C(C(F)(F)F)C=C1)C1=CC=C(C(F)(F)F)C=C1
1309,O=C(CCC1CCNC1)OC1=CC=CC=C1C(F)(F)F
1310,CC1=NC(OC(F)(F)F)=CC(CCl)=C1[N+](=O)[O-]
1311,COC1=CC=C(NC(=O)C(C)OC(=O)C2=CC=CO2)C=C1
1312,CC(C)CNC1=NC(C2=CC(Cl)=CC=C2O)=CS1
1313,CC(C)(C)C1=CC=CC=C1OCC(=O)C1CCCCC1
1314,CC1=C2C=CC=CC2=C(C)C2C=C3C(=CC12)N(C1=CC=C2N=CC=C2C=C1)C1=CC=CC=C13
1315,O=CC1=CC2=C(C=O)C=CC3=C2C2=C1C=CCC2=CC3=O
1316,O=C1C=C(C2=CC=CC=C2C(F)(F)F)C=C(C(F)(F)F)N1
1317,N#CCC1(N2C=C(C3=NC=NC4=C3C=CN4)C=N2)CN(C2CCN(C(=O)NC3=CC=C(F)C=C3C(F)C(F)F)CC2)C1
1318,CC1=CC=C(OC2CCN(S(=O)(=O)C3=CC=C(C)S3)CC2)C=C1
1319,CN(CC1=CC=C(O)C=C1)S(=O)(=O)C1=CC(N)=CC=C1F
1320,CC1(C)OB(C2=CC=C(F)C=C2C2(N)CC2)OC1(C)C
1321,CC(C)(C)OC(=O)CCNC(=O)C1=CC=CC(S(=O)O)=C1
1322,CC(C)C1=CC(=O)C2=CC=CC=C2C1=O
1323,CC(C)(C)OC(=O)N1C(C2=CC=C(OCC3=CC=CC=C3)C=C2)C(C(=O)O)OC1(C)C
1324,COC1=CC(C=C2SC(=O)N(C)C2=O)=C(Br)C=C1OCC1=CC=CC=C1C#N
1325,CCC(NC1=C(C)C=C(Br)C=C1OC)C(=O)O
1326,CC1=CC=C(C2=CC=C(CC(=O)O)O2)C([N+](=O)[O-])=C1
1327,CC1=C(Cl)C=C(CC2=CC=C(Cl)C(Cl)=C2)C=C1Cl
1328,CCC(CNC1=NC=CC2=CC(OC)=CC=C21)C(=O)O
1329,N#CC1=CC(C(F)(F)F)=CC=C1SCCC1=CC=CC=C1
1330,CC(=CC(C)O)C(=O)OCCC(C)C
1331,CC(C)S(=O)(=O)C1=CC=C(CC(=O)CC2=NC3=CC=C(Cl)C=C3N2)C=C1
1332,CC1=CSC=C1CNC1CCC2=CC(Br)=CC=C21
1333,CC(C)(C)OC(=O)NC1(CNCC2=COC=C2)CCC1
1334,CCN(CC)S(=O)(=O)C1=CC=C2NC(=O)C=C(C(=O)OC)C2=C1
1335,COC(=O)CC(O)CC(O)C=CC1=C(C2=CC=C(F)C=C2)N=C2C=CC=CN21
1336,O=S(=O)(C1=CC=C(C2=CC=CC=C2)C(F)=C1)C1=CC=C(C2=CC=CC=C2)C(F)=C1F
1337,CC1=NC=CC=C1C(O)C1=CC=C(Cl)C(Cl)=C1
1338,CN(C(=O)COC(=O)C1=CC=CC(I)=C1)C1CCS(=O)(=O)C1
1339,CCCCC1=CC=C2C=C3C(=O)C4=CC(CC)=C(CCCC)C=C4C3=CC2=C1
1340,COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C(OC)C(OC)=C2Cl)N1
1341,CC(C)OC1=CC=C(C(=O)NC(=S)NC2=CC=C(O)C(C3=NC4=CC(Cl)=CC=C4O3)=C2)C=C1
1342,O=C1OC2=CC(Cl)=CC=C2C=C1S(=O)(=O)C1=CC=CC(C(F)(F)F)=C1
1343,CCCCCC1=CC(O)=CC=C1C=CC(=O)O
1344,COC1=CC=CC(CNC2CC2)=C1OCC1=CC=CC(C#N)=C1
1345,CN(C)C=C(CCCl)C(=O)C(C)(C)C
1346,COC(=O)C(C1CCCC1)N1CCC2=C(C=CS2)C1C
